sid	pair	pair_bad	pair_dup	pair_map	pair_map_hq	pair_map_hq0	pair_map0	pair_orphan	pair_orphan_hq	pair_orphan_hq0	pair_orphan0	pair_unmap	unpair	unpair_bad	unpair_dup	unpair_map	unpair_map_hq	unpair_map_hq0	unpair_map0	unpair_unmap
SRR4448430	1812671	0	1712098	46827	16038	2254	11757	69	39	7	13	47262	0	0	0	0	0	0	0	0
SRR4448431	894301	0	835643	31358	11593	1539	7437	77	47	8	12	23313	0	0	0	0	0	0	0	0
SRR4448432	1231456	0	1150698	38093	14312	1838	8851	108	62	7	15	36804	0	0	0	0	0	0	0	0
SRR4448433	937780	0	874199	33261	12833	1608	7482	109	50	12	27	26232	0	0	0	0	0	0	0	0
SRR4448434	1129533	0	1056102	38542	12729	1837	10038	95	48	5	11	30232	0	0	0	0	0	0	0	0
SRR4448435	2936647	0	2774204	41122	15056	2369	9367	239	92	17	65	108332	0	0	0	0	0	0	0	0
SRR4448436	1199535	0	1122695	36906	14149	1913	8774	97	58	8	12	33289	0	0	0	0	0	0	0	0
SRR4448437	2414371	0	2250303	80256	17525	2260	16558	208	93	18	39	72389	0	0	0	0	0	0	0	0
SRR4448438	1578847	0	1479500	47418	12534	1673	12803	95	47	7	27	45460	0	0	0	0	0	0	0	0
SRR4448439	2525547	0	2235661	48060	13779	4359	15110	1206	604	547	1055	228010	0	0	0	0	0	0	0	0
SRR4448440	1097778	0	1029289	37841	12738	1893	9915	80	45	10	21	27148	0	0	0	0	0	0	0	0
SRR4448441	1913213	0	1802772	48814	16328	2141	12126	96	50	3	16	53289	0	0	0	0	0	0	0	0
SRR4448442	1897223	0	1790120	46854	13740	1976	12418	111	54	8	20	52957	0	0	0	0	0	0	0	0
SRR4448443	800829	0	748094	29200	12138	1604	6620	102	52	8	21	19997	0	0	0	0	0	0	0	0
SRR4448444	1479489	0	1394860	42530	14483	2101	11087	124	59	27	55	38734	0	0	0	0	0	0	0	0
SRR4448445	1199363	0	1127672	34950	14335	1953	8035	90	45	7	17	31996	0	0	0	0	0	0	0	0
SRR4448446	1410355	0	1329022	38212	14411	2018	9342	91	53	12	20	38123	0	0	0	0	0	0	0	0
SRR4448447	592669	0	549464	24848	9263	1330	6310	73	39	4	10	15260	0	0	0	0	0	0	0	0
SRR4448448	1048896	0	980526	36410	11583	1610	9389	71	41	5	15	27863	0	0	0	0	0	0	0	0
SRR4448449	2770273	0	2624599	55622	17480	2335	14371	159	69	9	27	77116	0	0	0	0	0	0	0	0
SRR4448450	3737903	0	3500852	106277	21275	2825	25843	400	165	50	118	116127	0	0	0	0	0	0	0	0
SRR4448451	1177264	0	1107535	36392	13564	1940	9173	97	48	7	14	28511	0	0	0	0	0	0	0	0
SRR4448452	986303	0	919446	27650	11633	1689	6700	83	47	6	12	34549	0	0	0	0	0	0	0	0
SRR4448453	1092094	0	1021399	41592	11541	1516	11137	85	44	9	18	25243	0	0	0	0	0	0	0	0
SRR4448454	1873733	0	1769899	47692	15850	2119	11794	105	59	9	18	49027	0	0	0	0	0	0	0	0
SRR4448455	666566	0	620848	26028	10656	1508	6170	76	44	8	15	17517	0	0	0	0	0	0	0	0
SRR4448456	1826890	0	1725216	46321	15813	2042	11400	103	56	7	17	47758	0	0	0	0	0	0	0	0
SRR4448457	860010	0	800615	33792	12476	1645	8082	89	51	9	14	22299	0	0	0	0	0	0	0	0
SRR4448458	1627738	0	1528317	42428	14064	1909	10568	96	56	10	21	51292	0	0	0	0	0	0	0	0
SRR4448459	338029	0	308219	20259	7459	1094	4975	55	30	2	8	8149	0	0	0	0	0	0	0	0
SRR4448460	715673	0	661152	37717	9393	1232	10353	71	36	7	14	14332	0	0	0	0	0	0	0	0
SRR4448461	1347972	0	1266919	38091	12020	1659	9964	79	47	8	13	37749	0	0	0	0	0	0	0	0
SRR4448462	2666744	0	2487571	81500	18200	2535	18835	376	167	71	147	84671	0	0	0	0	0	0	0	0
SRR4448463	1114254	0	1047503	35711	11016	1578	9578	63	41	8	12	26343	0	0	0	0	0	0	0	0
SRR4448464	990432	0	917742	41885	11677	1650	11085	85	50	16	26	27839	0	0	0	0	0	0	0	0
SRR4448465	1294915	0	1215366	39259	14677	1928	9223	106	56	9	19	34899	0	0	0	0	0	0	0	0
SRR4448466	1294653	0	1215128	38349	13257	1750	9720	85	52	10	16	35457	0	0	0	0	0	0	0	0
SRR4448467	3487819	0	3288021	83321	20884	2699	19018	396	151	50	125	98660	0	0	0	0	0	0	0	0
SRR4448468	1117875	0	1047742	35980	12562	1757	9045	90	46	4	12	29295	0	0	0	0	0	0	0	0
SRR4448469	854053	0	799525	28606	12816	1701	6206	97	50	10	23	21657	0	0	0	0	0	0	0	0
SRR4448470	734328	0	678759	28524	10807	1543	6946	76	47	9	13	23214	0	0	0	0	0	0	0	0
SRR4448471	2037808	0	1922818	48650	13160	1744	13166	103	49	12	19	57569	0	0	0	0	0	0	0	0
SRR4448472	1165476	0	1093049	36470	12148	1783	8872	74	46	9	11	31150	0	0	0	0	0	0	0	0
SRR4448473	868175	0	805232	30745	11707	1522	7117	77	48	6	14	28011	0	0	0	0	0	0	0	0
SRR4448474	722600	0	674329	28008	12187	1577	6100	94	54	9	15	17101	0	0	0	0	0	0	0	0
SRR4448475	4162668	0	3814689	115751	24608	4595	28683	1071	542	422	762	209196	0	0	0	0	0	0	0	0
SRR4448476	1314568	0	1233846	40989	14446	1985	9961	93	53	6	16	34142	0	0	0	0	0	0	0	0
SRR4448477	295039	0	270125	16471	6728	945	4061	56	42	13	16	7074	0	0	0	0	0	0	0	0
SRR4448478	675249	0	623682	30469	11092	1458	7163	86	45	6	16	18068	0	0	0	0	0	0	0	0
SRR4448479	1425918	0	1341998	39898	13808	1852	9950	95	53	10	17	37746	0	0	0	0	0	0	0	0
SRR4448480	1013355	0	947353	36769	13045	1805	9116	87	55	7	21	25259	0	0	0	0	0	0	0	0
SRR4448481	608326	0	563833	27234	10208	1401	6840	70	42	9	12	14823	0	0	0	0	0	0	0	0
SRR4448482	742661	0	690855	27711	11445	1557	6543	87	39	4	16	21030	0	0	0	0	0	0	0	0
SRR4448483	1095271	0	1023994	32676	12835	1726	7646	78	40	6	15	34086	0	0	0	0	0	0	0	0
SRR4448484	1396298	0	1310333	46595	15503	2099	11311	118	62	8	19	33470	0	0	0	0	0	0	0	0
SRR4448485	1241216	0	1158308	42659	13458	1777	10471	99	47	7	22	35075	0	0	0	0	0	0	0	0
SRR4448486	1045910	0	980607	37185	13227	1820	9162	84	46	10	22	24331	0	0	0	0	0	0	0	0
SRR4448487	1554629	0	1454464	52226	12961	1635	13660	116	53	10	26	42573	0	0	0	0	0	0	0	0
SRR4448488	1375294	0	1296455	36991	13762	1888	9279	83	49	6	10	36581	0	0	0	0	0	0	0	0
SRR4448489	1963376	0	1848110	51395	16476	2100	12721	108	53	7	19	55735	0	0	0	0	0	0	0	0
SRR4448490	879947	0	821992	29796	11527	1575	7089	88	47	8	20	24665	0	0	0	0	0	0	0	0
SRR4448491	1127783	0	1061140	34781	13159	1730	8218	82	46	9	18	28430	0	0	0	0	0	0	0	0
SRR4448492	1449504	0	1362260	46285	10179	1413	13362	79	37	6	16	35225	0	0	0	0	0	0	0	0
SRR4448493	1032594	0	962219	43844	12534	1691	10682	79	47	11	19	21975	0	0	0	0	0	0	0	0
SRR4448494	334623	0	304508	21755	7438	985	5563	46	28	5	13	7385	0	0	0	0	0	0	0	0
SRR4448495	977139	0	913076	33205	12948	1647	7688	101	56	9	19	27677	0	0	0	0	0	0	0	0
SRR4448496	1028497	0	927323	39769	7285	944	12233	117	37	16	51	57621	0	0	0	0	0	0	0	0
SRR4448497	1167460	0	1091067	39161	11007	1556	9474	88	51	7	13	30792	0	0	0	0	0	0	0	0
SRR4448498	2459429	0	2314042	53907	17066	2318	13505	110	52	8	19	82516	0	0	0	0	0	0	0	0
SRR4448499	997720	0	934262	35976	13180	1802	8785	92	57	5	14	23663	0	0	0	0	0	0	0	0
SRR4448500	833409	0	778391	32132	11792	1619	8011	81	48	7	14	19610	0	0	0	0	0	0	0	0
SRR4448501	697334	0	648314	28949	11030	1558	7212	68	43	6	8	17053	0	0	0	0	0	0	0	0
SRR4448502	987144	0	920585	35977	12490	1602	8718	84	38	4	24	27894	0	0	0	0	0	0	0	0
SRR4448503	1720081	0	1617520	55437	13321	1719	14818	87	46	9	20	44229	0	0	0	0	0	0	0	0
SRR4448504	1572507	0	1477867	46257	14218	1929	11965	97	55	10	22	42133	0	0	0	0	0	0	0	0
SRR4448505	645208	0	600774	25138	10024	1381	6072	54	33	2	10	16794	0	0	0	0	0	0	0	0
SRR4448506	1040539	0	970113	32235	12017	1620	7773	80	43	10	24	33498	0	0	0	0	0	0	0	0
SRR4448507	893446	0	833070	32401	11777	1716	8300	65	37	6	13	25094	0	0	0	0	0	0	0	0
SRR4448508	3199907	0	2997379	96692	19767	2500	20702	245	92	17	44	89613	0	0	0	0	0	0	0	0
SRR4448509	809771	0	753069	33008	10715	1571	8185	78	49	13	19	20053	0	0	0	0	0	0	0	0
SRR4448510	20332344	0	19495109	216673	30927	3994	58113	295	107	21	79	508922	0	0	0	0	0	0	0	0
SRR4448511	1116864	0	1032794	40522	14623	2312	10261	257	137	90	164	39518	0	0	0	0	0	0	0	0
SRR4448512	3272779	0	3076460	77625	19184	2563	17594	250	101	20	55	104997	0	0	0	0	0	0	0	0
SRR4448513	518412	0	477899	26486	10175	1274	5755	65	44	7	13	12085	0	0	0	0	0	0	0	0
SRR4448514	895123	0	832424	36692	12654	1648	8942	84	47	3	10	22121	0	0	0	0	0	0	0	0
SRR4448515	2595805	0	2345451	92095	20009	4044	22770	1025	515	433	795	144765	0	0	0	0	0	0	0	0
SRR4448516	547695	0	505920	23457	10166	1452	5357	68	41	10	15	15994	0	0	0	0	0	0	0	0
SRR4448517	1052322	0	984095	34468	12728	1844	8622	87	45	5	14	28112	0	0	0	0	0	0	0	0
SRR4448518	1017705	0	948490	38685	13353	1764	9544	147	81	26	49	25134	0	0	0	0	0	0	0	0
SRR4448519	943431	0	879811	35542	12154	1681	8694	71	36	7	13	24925	0	0	0	0	0	0	0	0
SRR4448520	1852132	0	1742118	51184	16420	2139	12407	106	56	14	26	51737	0	0	0	0	0	0	0	0
SRR4448521	1266393	0	1184679	46513	12451	1639	12565	107	52	12	24	32315	0	0	0	0	0	0	0	0
SRR4448522	676771	0	627797	27579	10898	1482	6514	68	38	3	8	18114	0	0	0	0	0	0	0	0
SRR4448523	642776	0	593924	26805	9933	1392	6427	73	44	6	9	19077	0	0	0	0	0	0	0	0
SRR4448524	1079471	0	1004224	40366	13478	1828	10053	79	33	3	18	31229	0	0	0	0	0	0	0	0
SRR4448525	712654	0	665345	25988	11056	1635	6216	63	42	10	14	18083	0	0	0	0	0	0	0	0
SRR4448526	615027	0	570516	24925	9898	1283	5743	64	37	5	13	16539	0	0	0	0	0	0	0	0
SRR4448527	892066	0	831028	34055	12010	1487	8197	75	39	13	20	23187	0	0	0	0	0	0	0	0
SRR4448528	362023	0	332069	18582	7961	1215	4468	53	34	7	14	9801	0	0	0	0	0	0	0	0
SRR4448529	825106	0	767962	29731	12297	1636	6864	74	46	9	17	24055	0	0	0	0	0	0	0	0
SRR4448530	508926	0	469516	25082	9933	1393	6037	54	30	5	9	12031	0	0	0	0	0	0	0	0
SRR4448531	1059738	0	990742	38120	13793	1687	8849	88	43	5	16	27069	0	0	0	0	0	0	0	0
SRR4448532	880717	0	822368	31216	12123	1675	7539	91	48	8	19	22724	0	0	0	0	0	0	0	0
SRR4448533	608914	0	565233	25110	10179	1420	5993	72	44	5	14	15696	0	0	0	0	0	0	0	0
SRR4448534	1261674	0	1183113	37576	13131	1888	9668	87	49	8	18	35066	0	0	0	0	0	0	0	0
SRR4448535	1394418	0	1312455	39094	14363	2013	9690	120	63	19	41	37173	0	0	0	0	0	0	0	0
SRR4448536	540468	0	498877	26347	8716	1252	7007	60	36	6	12	13765	0	0	0	0	0	0	0	0
SRR4448537	738412	0	689601	29332	11498	1624	7163	70	37	4	11	16835	0	0	0	0	0	0	0	0
SRR4448550	1025390	0	959758	34728	12988	1697	8242	92	51	6	17	26807	0	0	0	0	0	0	0	0
SRR4448551	3728876	0	3274180	118682	24497	6628	30886	1703	897	792	1424	313325	0	0	0	0	0	0	0	0
SRR4448552	886560	0	829316	32298	12607	1758	7976	88	53	10	18	21166	0	0	0	0	0	0	0	0
SRR4448553	1229239	0	1149485	40713	12320	1550	10263	100	40	5	20	34096	0	0	0	0	0	0	0	0
SRR4448554	919583	0	860293	29826	12874	1716	6676	83	53	12	17	25429	0	0	0	0	0	0	0	0
SRR4448555	2105466	0	1985696	57741	15526	2066	15275	115	57	9	21	51751	0	0	0	0	0	0	0	0
SRR4448556	982586	0	920923	26691	11328	1624	6210	79	51	6	13	29137	0	0	0	0	0	0	0	0
SRR4448557	740164	0	690024	29765	11533	1633	7139	83	52	10	17	16763	0	0	0	0	0	0	0	0
SRR4448558	898758	0	839688	33153	12733	1692	7788	96	48	12	29	22861	0	0	0	0	0	0	0	0
SRR4448559	1658356	0	1558275	53827	16690	2150	13361	115	58	7	23	40733	0	0	0	0	0	0	0	0
SRR4448560	866047	0	813242	29775	12634	1780	6900	69	39	4	10	19962	0	0	0	0	0	0	0	0
SRR4448561	1652403	0	1550616	44497	14726	2095	11170	98	56	14	24	51875	0	0	0	0	0	0	0	0
SRR4448562	1809935	0	1702880	47444	15313	2150	11819	107	51	14	30	53345	0	0	0	0	0	0	0	0
SRR4448563	1881243	0	1769310	47509	14862	2236	12402	106	44	6	20	57180	0	0	0	0	0	0	0	0
SRR4448564	1989301	0	1871298	43082	14690	2168	11029	108	48	8	28	66191	0	0	0	0	0	0	0	0
SRR4448565	1785087	0	1684869	39689	14594	2212	10147	94	41	10	18	55229	0	0	0	0	0	0	0	0
SRR4448566	1433308	0	1349389	36926	13871	2075	9406	116	65	17	34	40577	0	0	0	0	0	0	0	0
SRR4448567	1458505	0	1366750	43977	13748	1954	11035	123	58	6	21	40630	0	0	0	0	0	0	0	0
SRR4448568	1538155	0	1427468	41238	14440	1940	10024	90	53	12	19	61096	0	0	0	0	0	0	0	0
SRR4448569	1812523	0	1698091	56349	15290	2216	14645	85	47	11	21	52759	0	0	0	0	0	0	0	0
SRR4448570	2522553	0	2395132	61001	15740	2027	15142	123	61	12	28	59090	0	0	0	0	0	0	0	0
SRR4448571	1959729	0	1842427	49629	16000	2230	12597	97	58	7	16	59476	0	0	0	0	0	0	0	0
SRR4448572	1155897	0	1085431	38843	13113	1775	9900	85	51	11	17	28161	0	0	0	0	0	0	0	0
SRR4448573	1095432	0	1027251	34517	13236	1899	8743	86	48	7	19	28822	0	0	0	0	0	0	0	0
SRR4448574	900419	0	841318	32381	12176	1633	7599	82	52	10	15	22190	0	0	0	0	0	0	0	0
SRR4448575	1057326	0	989571	32464	12552	1771	7829	87	51	4	14	29960	0	0	0	0	0	0	0	0
SRR4448576	1159137	0	1081365	40864	13624	1683	9545	110	57	8	21	31110	0	0	0	0	0	0	0	0
SRR4448577	1363896	0	1279321	43025	14590	2019	10677	136	70	15	37	34206	0	0	0	0	0	0	0	0
SRR4448578	1423970	0	1337268	37936	14384	1971	8925	99	52	13	25	41777	0	0	0	0	0	0	0	0
SRR4448579	1009697	0	945831	33624	12269	1733	8334	71	37	4	14	25404	0	0	0	0	0	0	0	0
SRR4448580	537699	0	497726	23597	9350	1297	5595	58	38	6	10	14126	0	0	0	0	0	0	0	0
SRR4448581	657742	0	526435	14273	6653	1118	3589	143	53	34	95	112288	0	0	0	0	0	0	0	0
SRR4448582	82684	0	66829	6687	3011	539	1709	34	15	1	12	8837	0	0	0	0	0	0	0	0
SRR4448583	1181589	0	1098158	33560	12890	2272	8865	287	182	142	222	44267	0	0	0	0	0	0	0	0
SRR4448584	601652	0	553489	31995	7231	1075	9069	72	36	9	26	14130	0	0	0	0	0	0	0	0
SRR4448585	3011364	0	2874455	49250	16365	2333	12123	160	74	20	50	75744	0	0	0	0	0	0	0	0
SRR4448586	722980	0	663201	37569	7500	968	9118	79	26	6	17	18401	0	0	0	0	0	0	0	0
SRR4448587	452547	0	408557	18181	5649	817	4645	56	25	3	17	23884	0	0	0	0	0	0	0	0
SRR4448588	2184288	0	2062709	64754	12758	1642	15901	126	51	16	37	47905	0	0	0	0	0	0	0	0
SRR4448589	1831144	0	1731411	48043	15171	2135	11982	122	59	7	19	44407	0	0	0	0	0	0	0	0
SRR4448590	3258315	0	3082675	58135	17885	2412	14726	136	67	15	31	105307	0	0	0	0	0	0	0	0
SRR4448591	863430	0	807410	28541	11882	1575	6600	68	38	7	14	24335	0	0	0	0	0	0	0	0
SRR4448592	2253079	0	2120137	61830	15749	2101	15944	111	56	14	24	63177	0	0	0	0	0	0	0	0
SRR4448593	1815552	0	1706493	50958	15210	2140	13211	101	45	6	16	52497	0	0	0	0	0	0	0	0
SRR4448594	2025373	0	1905640	52020	15876	2260	13440	107	53	13	26	61980	0	0	0	0	0	0	0	0
SRR4448595	1426177	0	1334203	51724	13086	1787	13754	117	55	12	25	35103	0	0	0	0	0	0	0	0
SRR4448596	168357	0	153925	6518	3811	1016	2060	48	22	11	25	7621	0	0	0	0	0	0	0	0
SRR4448597	2162123	0	2037031	56408	16447	2391	14562	126	68	19	34	63211	0	0	0	0	0	0	0	0
SRR4448598	1539375	0	1441326	42494	14410	1995	10609	104	54	10	23	50192	0	0	0	0	0	0	0	0
SRR4448599	2078874	0	1952128	52706	16337	2386	13410	114	53	12	28	66606	0	0	0	0	0	0	0	0
SRR4448600	1343433	0	1245861	54808	10615	1415	14681	90	42	6	16	38141	0	0	0	0	0	0	0	0
SRR4448601	1888070	0	1764263	50433	15167	2184	13309	105	50	10	24	67643	0	0	0	0	0	0	0	0
SRR4448602	883791	0	825811	31000	12927	1724	7087	98	53	6	14	22515	0	0	0	0	0	0	0	0
SRR4448603	1900595	0	1780531	58975	13304	1703	15784	104	48	9	25	53293	0	0	0	0	0	0	0	0
SRR4448604	2539224	0	2403441	67271	16145	2160	17935	128	63	14	33	61121	0	0	0	0	0	0	0	0
SRR4448605	2484814	0	2337389	63106	16900	2319	16389	129	64	9	27	75874	0	0	0	0	0	0	0	0
SRR4448606	2283045	0	2141105	57707	17165	2556	14711	108	62	15	27	75933	0	0	0	0	0	0	0	0
SRR4448607	1892309	0	1778845	47665	15773	2270	12018	107	51	12	28	58486	0	0	0	0	0	0	0	0
SRR4448608	2702829	0	2546980	60302	17873	2450	15205	124	69	13	26	86443	0	0	0	0	0	0	0	0
SRR4448609	2539657	0	2397693	56112	16474	2549	14970	112	71	11	19	74447	0	0	0	0	0	0	0	0
SRR4448610	2298876	0	2163259	74863	13312	1697	20433	105	48	6	16	53400	0	0	0	0	0	0	0	0
SRR4448611	1697980	0	1595919	41259	16096	2135	9533	106	53	9	22	54161	0	0	0	0	0	0	0	0
SRR4448612	3473531	0	3262102	86037	19279	2471	17814	298	116	14	50	107306	0	0	0	0	0	0	0	0
SRR4448613	656484	0	607488	26910	10443	1414	6307	65	42	7	12	19152	0	0	0	0	0	0	0	0
SRR4448614	2762433	0	2601254	75021	15599	1990	20289	138	62	8	29	74284	0	0	0	0	0	0	0	0
SRR4448615	1714653	0	1615070	37120	12411	1586	8980	115	47	9	34	54051	0	0	0	0	0	0	0	0
SRR4448616	1150232	0	1079182	37823	13014	1774	9517	77	46	8	14	29509	0	0	0	0	0	0	0	0
SRR4448617	504643	0	463162	27110	9103	1317	6603	60	38	5	10	12349	0	0	0	0	0	0	0	0
SRR4448618	1894862	0	1749036	71097	30286	5726	18101	766	409	178	305	66703	0	0	0	0	0	0	0	0
SRR4448619	2657304	0	2521711	51543	19822	2966	12426	174	92	22	47	72092	0	0	0	0	0	0	0	0
SRR4448620	849871	0	792501	30484	11922	1806	7504	74	47	12	19	24510	0	0	0	0	0	0	0	0
SRR4448621	917183	0	857601	28437	12173	1833	6837	84	51	9	18	27120	0	0	0	0	0	0	0	0
SRR4448622	1611899	0	1488145	75907	12918	1885	21592	181	101	55	101	43767	0	0	0	0	0	0	0	0
SRR4448623	1961765	0	1842064	57052	18543	2913	15169	213	100	31	66	55633	0	0	0	0	0	0	0	0
SRR4448624	2212259	0	2076908	30349	14805	2021	6148	131	53	15	39	95732	0	0	0	0	0	0	0	0
SRR4448625	1903979	0	1806445	43345	12374	1699	11242	75	37	4	13	48533	0	0	0	0	0	0	0	0
SRR4448626	2028425	0	1905388	49373	16421	2247	12322	113	64	14	25	63839	0	0	0	0	0	0	0	0
SRR4448627	1856133	0	1754110	20767	9820	1644	5305	73	41	9	18	76229	0	0	0	0	0	0	0	0
SRR4448628	1425004	0	1333064	36531	10254	1365	9588	90	43	8	26	49792	0	0	0	0	0	0	0	0
SRR4448629	2654547	0	2494835	55795	22699	3777	13620	322	159	75	142	95031	0	0	0	0	0	0	0	0
SRR4448630	1533058	0	1455787	29254	15319	2284	6168	120	72	19	30	40571	0	0	0	0	0	0	0	0
SRR4448631	1228236	0	1150449	39445	12357	1626	9810	92	48	10	23	33240	0	0	0	0	0	0	0	0
SRR4448632	1108280	0	1032296	39928	12790	1816	10136	140	58	15	34	29515	0	0	0	0	0	0	0	0
SRR4448633	2023907	0	1920787	37646	16355	2495	8731	128	66	19	37	57139	0	0	0	0	0	0	0	0
SRR4448634	4084707	0	3851431	110848	22754	2818	23271	316	124	23	64	99748	0	0	0	0	0	0	0	0
SRR4448635	1515661	0	1423986	46053	13795	1838	11817	89	48	11	19	39164	0	0	0	0	0	0	0	0
SRR4448636	1079476	0	1017088	33705	13667	1955	8186	91	49	9	15	23974	0	0	0	0	0	0	0	0
SRR4448637	1306243	0	1228384	41895	14942	1969	9930	122	63	12	24	30883	0	0	0	0	0	0	0	0
SRR4448638	793334	0	739471	30128	11654	1662	7514	89	40	5	13	20427	0	0	0	0	0	0	0	0
SRR4448639	1073464	0	1004070	41350	12934	1681	10295	85	49	11	22	23997	0	0	0	0	0	0	0	0
SRR4448640	827292	0	771265	33195	11877	1467	7839	70	41	7	11	19674	0	0	0	0	0	0	0	0
SRR4448641	1659868	0	1543880	48885	15245	2371	13000	281	159	115	196	60146	0	0	0	0	0	0	0	0
SRR4448642	1005590	0	935894	35370	11898	1647	9156	94	56	11	19	30037	0	0	0	0	0	0	0	0
SRR4448643	830785	0	776243	29541	11708	1483	6556	73	38	6	13	21328	0	0	0	0	0	0	0	0
SRR4448644	942039	0	878426	31637	11967	1629	7376	69	48	7	11	28054	0	0	0	0	0	0	0	0
SRR4448645	1008460	0	944989	33939	12972	1830	8377	95	46	8	19	24903	0	0	0	0	0	0	0	0
SRR4448646	957683	0	896141	33060	11705	1561	8069	59	37	6	8	25510	0	0	0	0	0	0	0	0
SRR4448647	1275324	0	1190162	43042	13899	1762	10367	105	65	11	24	36339	0	0	0	0	0	0	0	0
SRR4448648	558266	0	516039	23371	8270	1192	5931	66	41	3	6	16994	0	0	0	0	0	0	0	0
SRR4448649	893053	0	825043	40566	10903	1542	10851	88	47	6	14	23287	0	0	0	0	0	0	0	0
SRR4448650	1728552	0	1634028	49129	16050	2212	12603	114	62	10	29	38609	0	0	0	0	0	0	0	0
SRR4448651	642983	0	595583	27124	10574	1418	6407	65	34	6	13	17424	0	0	0	0	0	0	0	0
SRR4448652	1697199	0	1592244	44753	15263	2071	11165	94	41	5	24	53574	0	0	0	0	0	0	0	0
SRR4448653	715079	0	664513	29991	10685	1473	7442	78	47	10	14	17454	0	0	0	0	0	0	0	0
SRR4448654	1435873	0	1354977	38475	15403	1965	8838	91	54	11	19	37370	0	0	0	0	0	0	0	0
SRR4448655	126257	0	113530	6643	3963	865	1977	43	30	5	8	5520	0	0	0	0	0	0	0	0
SRR4448656	888259	0	833634	32196	12473	1723	7892	63	36	6	10	19617	0	0	0	0	0	0	0	0
SRR4448657	837327	0	780205	33180	11314	1494	8426	86	45	8	20	20193	0	0	0	0	0	0	0	0
SRR4448658	488429	0	453829	21757	9232	1416	5345	53	31	7	15	10749	0	0	0	0	0	0	0	0
SRR4448659	1063151	0	991429	35737	13581	1840	8335	112	57	13	28	31686	0	0	0	0	0	0	0	0
SRR4448660	790555	0	735216	32074	11100	1464	7878	68	41	6	12	20360	0	0	0	0	0	0	0	0
SRR4448661	921170	0	859240	28580	10996	1559	7058	82	48	5	11	28851	0	0	0	0	0	0	0	0
SRR4448662	1007727	0	932948	44715	11171	1513	10971	81	43	2	10	26040	0	0	0	0	0	0	0	0
SRR4448663	1136964	0	1065000	35786	12384	1702	9023	70	47	7	12	32636	0	0	0	0	0	0	0	0
SRR4448664	540066	0	495931	27168	10039	1406	6761	70	36	6	11	14921	0	0	0	0	0	0	0	0
SRR4448665	1386159	0	1308019	40271	13993	1989	9920	90	40	3	16	31646	0	0	0	0	0	0	0	0
SRR4448666	637933	0	590467	28685	10882	1446	6883	73	49	6	12	16528	0	0	0	0	0	0	0	0
SRR4448667	3358127	0	3119389	118536	16189	2258	26107	323	115	48	123	104957	0	0	0	0	0	0	0	0
SRR4448668	1081125	0	1010645	38999	13762	1821	9716	109	62	10	17	26415	0	0	0	0	0	0	0	0
SRR4448669	697008	0	649692	28747	12008	1632	6542	80	38	5	19	15523	0	0	0	0	0	0	0	0
SRR4448670	2248124	0	2114391	54185	17317	2388	13542	136	73	13	25	68954	0	0	0	0	0	0	0	0
SRR4448671	1057631	0	984567	37777	12962	1674	8962	84	47	5	15	30381	0	0	0	0	0	0	0	0
SRR4448672	957433	0	889426	44454	11742	1405	11139	83	50	11	17	19495	0	0	0	0	0	0	0	0
SRR4448673	2917138	0	2760680	57855	16621	2872	16052	105	52	8	21	88905	0	0	0	0	0	0	0	0
SRR4448674	2234193	0	2125241	53070	14778	2431	14763	94	53	11	19	48501	0	0	0	0	0	0	0	0
SRR4448675	1546430	0	1460977	40898	13939	1897	9682	146	65	7	32	38578	0	0	0	0	0	0	0	0
SRR4448676	938977	0	863132	53127	8368	1147	13254	123	51	5	21	18529	0	0	0	0	0	0	0	0
SRR4448677	1640090	0	1550930	41489	14181	2075	10484	87	37	5	15	44119	0	0	0	0	0	0	0	0
SRR4448678	1523637	0	1422349	41979	14303	2215	10810	276	156	104	170	52753	0	0	0	0	0	0	0	0
SRR4448679	1594471	0	1500378	61002	9604	1270	17298	84	39	10	19	29668	0	0	0	0	0	0	0	0
SRR4448680	91669	0	80626	8390	3054	505	2261	30	16	5	7	2134	0	0	0	0	0	0	0	0
SRR4448681	1212996	0	1138409	36077	12138	1706	9094	81	52	6	15	33415	0	0	0	0	0	0	0	0
SRR4448682	1355222	0	1269168	42673	14792	2034	10373	93	52	9	15	38901	0	0	0	0	0	0	0	0
SRR4448683	873806	0	817847	33379	11982	1585	8263	92	51	5	8	18653	0	0	0	0	0	0	0	0
SRR4448684	1592906	0	1490902	43920	13627	2017	11409	128	70	31	61	51725	0	0	0	0	0	0	0	0
SRR4448685	631974	0	585483	28452	10289	1419	7011	72	44	7	12	15795	0	0	0	0	0	0	0	0
SRR4448686	1281789	0	1206710	41624	14297	1844	10213	86	51	6	14	28656	0	0	0	0	0	0	0	0
SRR4448687	1680648	0	1573280	46987	14739	2018	11522	96	54	11	21	52077	0	0	0	0	0	0	0	0
SRR4448688	2398203	0	2244897	56297	15404	2188	14940	101	49	11	25	88372	0	0	0	0	0	0	0	0
SRR4448689	1107552	0	1039028	36416	12268	1758	9194	81	44	9	25	27367	0	0	0	0	0	0	0	0
SRR4448690	1367384	0	1286168	40997	12440	1737	10645	74	40	7	17	36134	0	0	0	0	0	0	0	0
SRR4448691	521180	0	480845	27749	8598	1182	7395	67	35	3	8	10573	0	0	0	0	0	0	0	0
